problem_type,goal_check_delay,problem_number,execution_time,algorithm_name,solution_found
complex,10,42,6454.16,Using C++ tasks,False
complex,10,42,10399.7,Synchronization with thread director,False
complex,10,42,1962.63,Recursive C++ for_each,False
complex,10,42,6420.79,C++ any_of,False
complex,10,2,470.29,Using C++ for_each,True
complex,10,2,27319.3,Recursive async,True
complex,10,2,20.47,Using C++ tasks,True
complex,10,2,486.27,Recursive C++ for_each,True
complex,10,2,40.08,Using C++ async,True
complex,10,2,19.85,C++ any_of,True
complex,10,2,51.45,Synchronization with thread director,True
complex,10,2,681.98,Sequential,True
complex,10,29,8.72,Using C++ for_each,True
complex,10,29,24519.6,Recursive async,True
complex,10,29,189.81,Recursive C++ for_each,True
complex,10,29,20.1,Using C++ async,True
complex,10,29,8.87,C++ any_of,True
complex,10,29,150.77,Sequential,True
complex,10,29,5.28,Synchronization with thread director,True
complex,10,29,8.8,Using C++ tasks,True
complex,10,0,12.7,Using C++ tasks,True
complex,10,0,30274.1,Recursive async,True
complex,10,0,718.99,Sequential,True
complex,10,0,11.05,Using C++ for_each,True
complex,10,0,9.47,Using C++ async,True
complex,10,0,1223.6,Recursive C++ for_each,True
complex,10,0,9.23,C++ any_of,True
complex,10,0,13.86,Synchronization with thread director,True
complex,10,13,14140.3,Sequential,False
complex,10,13,953.64,Recursive C++ for_each,False
complex,10,13,1495.64,C++ any_of,False
complex,10,13,14084.8,Recursive async,False
complex,10,13,1500.76,Using C++ for_each,False
complex,10,13,1497.45,Using C++ tasks,False
complex,10,13,1507.15,Using C++ async,False
complex,10,13,7829.73,Synchronization with thread director,False
complex,10,16,674.66,Using C++ for_each,True
complex,10,16,694.16,Using C++ tasks,True
complex,10,16,9869.83,Sequential,True
complex,10,16,473.49,Recursive C++ for_each,True
complex,10,16,173.64,Synchronization with thread director,True
complex,10,16,675.16,C++ any_of,True
complex,10,16,674.28,Using C++ async,True
complex,10,16,11582.6,Recursive async,True
complex,10,20,1187.27,Recursive async,True
complex,10,20,186.25,Synchronization with thread director,True
complex,10,20,2.47,Using C++ async,True
complex,10,20,2.07,C++ any_of,True
complex,10,20,35.78,Recursive C++ for_each,True
complex,10,20,126.41,Sequential,True
complex,10,20,2.39,Using C++ tasks,True
complex,10,20,2.07,Using C++ for_each,True
complex,10,18,3440.8,Sequential,True
complex,10,18,125.24,C++ any_of,True
complex,10,18,125.54,Using C++ for_each,True
complex,10,18,148.64,Synchronization with thread director,True
complex,10,18,126.67,Using C++ async,True
complex,10,18,21110.0,Recursive async,True
complex,10,18,1181.13,Recursive C++ for_each,True
complex,10,18,125.8,Using C++ tasks,True
complex,10,5,22412.6,Sequential,True
complex,10,5,659.18,Synchronization with thread director,True
complex,10,5,1668.85,Recursive C++ for_each,True
complex,10,5,2534.47,Using C++ for_each,True
complex,10,5,2541.56,Using C++ async,True
complex,10,5,2537.36,Using C++ tasks,True
complex,10,5,28827.7,Recursive async,True
complex,10,5,2541.1,C++ any_of,True
complex,10,15,623.11,Using C++ for_each,True
complex,10,15,19.75,Using C++ async,True
complex,10,15,8.0,Synchronization with thread director,True
complex,10,15,434.99,Recursive C++ for_each,True
complex,10,15,19.23,Using C++ tasks,True
complex,10,15,27.31,C++ any_of,True
complex,10,15,20312.4,Recursive async,True
complex,10,15,205.8,Sequential,True
complex,10,17,521.14,Sequential,True
complex,10,17,146.09,Synchronization with thread director,True
complex,10,17,22.42,Recursive C++ for_each,True
complex,10,17,55.33,Using C++ tasks,True
complex,10,17,29838.1,Recursive async,True
complex,10,17,96.69,Using C++ async,True
complex,10,17,290.14,Using C++ for_each,True
complex,10,17,291.24,C++ any_of,True
complex,10,37,1817.51,Sequential,True
complex,10,37,36086.2,Recursive async,True
complex,10,37,789.7,Recursive C++ for_each,True
complex,10,37,157.79,C++ any_of,True
complex,10,37,157.58,Using C++ async,True
complex,10,37,580.84,Synchronization with thread director,True
complex,10,37,157.41,Using C++ for_each,True
complex,10,37,165.02,Using C++ tasks,True
complex,10,22,136.49,Using C++ for_each,True
complex,10,22,136.0,C++ any_of,True
complex,10,22,9790.11,Recursive async,True
complex,10,22,721.08,Recursive C++ for_each,True
complex,10,22,1363.0,Synchronization with thread director,True
complex,10,22,205.26,Using C++ tasks,True
complex,10,22,3112.05,Sequential,True
complex,10,22,251.61,Using C++ async,True
complex,10,23,2800.87,Synchronization with thread director,True
complex,10,23,114.18,Using C++ async,True
complex,10,23,112.11,C++ any_of,True
complex,10,23,2363.05,Sequential,True
complex,10,23,16233.1,Recursive async,True
complex,10,23,114.03,Using C++ for_each,True
complex,10,23,647.56,Recursive C++ for_each,True
complex,10,23,112.56,Using C++ tasks,True
complex,10,25,461.6,Sequential,True
complex,10,25,44.73,C++ any_of,True
complex,10,25,44.97,Using C++ async,True
complex,10,25,379.21,Recursive async,True
complex,10,25,13.85,Synchronization with thread director,True
complex,10,25,118.97,Using C++ for_each,True
complex,10,25,44.75,Using C++ tasks,True
complex,10,25,13.22,Recursive C++ for_each,True
complex,10,27,10495.8,Synchronization with thread director,False
complex,10,27,5377.82,Using C++ async,False
complex,10,27,5845.29,C++ any_of,False
complex,10,27,5377.46,Using C++ for_each,False
complex,10,27,5360.88,Using C++ tasks,False
complex,10,27,1974.65,Recursive C++ for_each,False
complex,10,27,29592.1,Sequential,False
complex,10,27,29579.4,Recursive async,False
complex,10,26,280.8,Recursive C++ for_each,True
complex,10,26,453.61,C++ any_of,True
complex,10,26,25233.9,Recursive async,True
complex,10,26,452.65,Using C++ tasks,True
complex,10,26,9012.31,Sequential,True
complex,10,26,456.18,Using C++ for_each,True
complex,10,26,459.17,Using C++ async,True
complex,10,26,7549.93,Synchronization with thread director,True
complex,10,14,95.07,Recursive C++ for_each,True
complex,10,14,430.28,Sequential,True
complex,10,14,11.88,Using C++ async,True
complex,10,14,11.72,Using C++ tasks,True
complex,10,14,49.79,C++ any_of,True
complex,10,14,11.86,Using C++ for_each,True
complex,10,14,303.32,Synchronization with thread director,True
complex,10,14,21832.6,Recursive async,True
complex,10,28,187.36,C++ any_of,True
complex,10,28,77.7,Recursive C++ for_each,True
complex,10,28,187.41,Using C++ tasks,True
complex,10,28,188.64,Using C++ async,True
complex,10,28,28939.1,Recursive async,True
complex,10,28,133.53,Synchronization with thread director,True
complex,10,28,188.3,Using C++ for_each,True
complex,10,28,5600.03,Sequential,True
complex,100,49,859.88,Using C++ tasks,True
complex,100,49,14105.9,Sequential,True
complex,100,49,859.52,Using C++ async,True
complex,100,49,3800.99,Recursive C++ for_each,True
complex,100,49,859.47,Using C++ for_each,True
complex,100,49,872.69,Synchronization with thread director,True
complex,100,49,859.8,C++ any_of,True
complex,100,49,19099.9,Recursive async,True
complex,100,48,445.05,Synchronization with thread director,True
complex,100,48,917.92,Recursive C++ for_each,True
complex,100,48,51859.2,Recursive async,True
complex,100,48,7005.0,Sequential,True
complex,100,48,429.25,Using C++ async,True
complex,100,48,428.72,Using C++ tasks,True
complex,100,48,429.18,Using C++ for_each,True
complex,100,48,428.68,C++ any_of,True
complex,100,45,22377.8,Recursive async,True
complex,100,45,16022.4,Synchronization with thread director,True
complex,100,45,948.54,Using C++ async,True
complex,100,45,23650.0,Sequential,True
complex,100,45,948.18,C++ any_of,True
complex,100,45,3627.77,Recursive C++ for_each,True
complex,100,45,3064.02,Using C++ for_each,True
complex,100,45,948.19,Using C++ tasks,True
complex,100,43,3634.13,Recursive C++ for_each,True
complex,100,43,1599.0,Using C++ tasks,True
complex,100,43,3300.6,Synchronization with thread director,True
complex,100,43,23024.5,Recursive async,True
complex,100,43,27659.6,Sequential,True
complex,100,43,1427.55,Using C++ async,True
complex,100,43,1099.68,Using C++ for_each,True
complex,100,43,1098.11,C++ any_of,True
complex,100,41,7311.44,Using C++ for_each,True
complex,100,41,1770.2,Recursive async,True
complex,100,41,36.96,Using C++ tasks,True
complex,100,41,1545.02,Sequential,True
complex,100,41,36.9,Using C++ async,True
complex,100,41,40.31,Synchronization with thread director,True
complex,100,41,11637.2,Recursive C++ for_each,True
complex,100,41,36.73,C++ any_of,True
complex,100,39,13443.7,Using C++ for_each,True
complex,100,39,7989.79,Recursive C++ for_each,True
complex,100,39,34942.7,Synchronization with thread director,True
complex,100,39,13453.4,Using C++ async,True
complex,100,39,13818.5,Using C++ tasks,True
complex,100,39,13432.4,C++ any_of,True
complex,100,39,22929.0,Recursive async,True
complex,100,39,103776.0,Sequential,True
complex,100,38,300053.0,Sequential,False
complex,100,38,48271.8,Synchronization with thread director,False
complex,100,38,54187.0,Using C++ tasks,False
complex,100,38,41824.9,Recursive async,False
complex,100,38,54148.6,C++ any_of,False
complex,100,38,54022.2,Using C++ for_each,False
complex,100,38,17036.5,Recursive C++ for_each,False
complex,100,38,54172.7,Using C++ async,False
complex,100,36,282.55,Using C++ tasks,True
complex,100,36,1475.64,Synchronization with thread director,True
complex,100,36,13280.0,Sequential,True
complex,100,36,29.05,Recursive C++ for_each,True
complex,100,36,284.12,C++ any_of,True
complex,100,36,445.41,Recursive async,True
complex,100,36,282.96,Using C++ async,True
complex,100,36,282.51,Using C++ for_each,True
complex,100,44,1153.94,C++ any_of,True
complex,100,44,1183.37,Using C++ async,True
complex,100,44,42258.1,Recursive async,True
complex,100,44,9397.56,Sequential,True
complex,100,44,1313.55,Using C++ tasks,True
complex,100,44,8362.08,Recursive C++ for_each,True
complex,100,44,94.72,Synchronization with thread director,True
complex,100,44,1153.23,Using C++ for_each,True
complex,100,35,41022.4,Sequential,True
complex,100,35,13643.9,Recursive C++ for_each,True
complex,100,35,40284.4,Recursive async,True
complex,100,35,1731.29,C++ any_of,True
complex,100,35,1731.38,Using C++ tasks,True
complex,100,35,1763.35,Using C++ async,True
complex,100,35,1852.78,Synchronization with thread director,True
complex,100,35,1732.5,Using C++ for_each,True
complex,100,46,48563.9,Recursive async,True
complex,100,46,237.9,Synchronization with thread director,True
complex,100,46,241.62,C++ any_of,True
complex,100,46,2750.11,Sequential,True
complex,100,46,241.07,Using C++ for_each,True
complex,100,46,242.1,Using C++ tasks,True
complex,100,46,6050.59,Recursive C++ for_each,True
complex,100,46,241.36,Using C++ async,True
complex,100,34,9260.29,Using C++ async,True
complex,100,34,8585.97,C++ any_of,True
complex,100,34,36915.0,Synchronization with thread director,True
complex,100,34,8600.6,Using C++ for_each,True
complex,100,34,8964.96,Using C++ tasks,True
complex,100,34,7623.88,Recursive C++ for_each,True
complex,100,34,38443.9,Recursive async,True
complex,100,34,139834.0,Sequential,True
complex,100,32,1482.71,C++ any_of,True
complex,100,32,1483.09,Using C++ async,True
complex,100,32,1482.97,Using C++ tasks,True
complex,100,32,42057.0,Recursive async,True
complex,100,32,6265.32,Synchronization with thread director,True
complex,100,32,1482.28,Using C++ for_each,True
complex,100,32,17980.1,Sequential,True
complex,100,32,8490.47,Recursive C++ for_each,True
complex,100,31,7956.34,Recursive C++ for_each,True
complex,100,31,7.16,Using C++ async,True
complex,100,31,5470.58,C++ any_of,True
complex,100,31,3.25,Using C++ tasks,True
complex,100,31,5.81,Synchronization with thread director,True
complex,100,31,370.33,Sequential,True
complex,100,31,55.91,Recursive async,True
complex,100,31,2.82,Using C++ for_each,True
complex,100,30,3442.47,Sequential,True
complex,100,30,355.59,Using C++ tasks,True
complex,100,30,355.78,C++ any_of,True
complex,100,30,8404.55,Recursive C++ for_each,True
complex,100,30,30968.5,Recursive async,True
complex,100,30,880.4,Synchronization with thread director,True
complex,100,30,359.54,Using C++ async,True
complex,100,30,356.28,Using C++ for_each,True
complex,100,10,60977.4,Synchronization with thread director,False
complex,100,10,39575.4,Using C++ for_each,False
complex,100,10,39582.9,C++ any_of,False
complex,100,10,13217.2,Recursive C++ for_each,False
complex,100,10,238640.0,Sequential,False
complex,100,10,39601.6,Using C++ async,False
complex,100,10,32540.4,Recursive async,False
complex,100,10,39718.1,Using C++ tasks,False
complex,100,9,3257.75,Using C++ tasks,True
complex,100,9,3188.48,C++ any_of,True
complex,100,9,90856.1,Sequential,True
complex,100,9,3185.11,Using C++ for_each,True
complex,100,9,6242.05,Recursive async,True
complex,100,9,3607.31,Using C++ async,True
complex,100,9,1827.42,Recursive C++ for_each,True
complex,100,9,54367.7,Synchronization with thread director,True
complex,100,12,205.79,Using C++ tasks,True
complex,100,12,205.88,C++ any_of,True
complex,100,12,205.88,Using C++ async,True
complex,100,12,1157.79,Recursive C++ for_each,True
complex,100,12,205.8,Using C++ for_each,True
complex,100,12,45139.0,Recursive async,True
complex,100,12,26.1,Synchronization with thread director,True
complex,100,12,2178.85,Sequential,True
complex,100,47,1162.82,Recursive C++ for_each,True
complex,100,47,3205.25,C++ any_of,True
complex,100,47,3255.54,Using C++ async,True
complex,100,47,82326.1,Sequential,True
complex,100,47,3210.35,Using C++ for_each,True
complex,100,47,32638.5,Recursive async,True
complex,100,47,3353.81,Using C++ tasks,True
complex,100,47,5163.94,Synchronization with thread director,True
complex,100,11,377.25,Using C++ async,True
complex,100,11,6646.22,Sequential,True
complex,100,11,3108.01,Synchronization with thread director,True
complex,100,11,8903.43,Recursive C++ for_each,True
complex,100,11,377.55,Using C++ tasks,True
complex,100,11,45354.7,Recursive async,True
complex,100,11,377.62,C++ any_of,True
complex,100,11,377.37,Using C++ for_each,True
complex,100,1,273.25,Using C++ async,True
complex,100,1,273.2,Using C++ tasks,True
complex,100,1,443.4,Recursive async,True
complex,100,1,3348.97,Recursive C++ for_each,True
complex,100,1,4311.9,Sequential,True
complex,100,1,273.66,Using C++ for_each,True
complex,100,1,1955.03,Synchronization with thread director,True
complex,100,1,273.47,C++ any_of,True
complex,100,8,632.7,Synchronization with thread director,True
complex,100,8,5119.44,C++ any_of,True
complex,100,8,5121.44,Using C++ tasks,True
complex,100,8,5124.15,Using C++ async,True
complex,100,8,3157.69,Recursive C++ for_each,True
complex,100,8,54232.6,Sequential,True
complex,100,8,40888.8,Recursive async,True
complex,100,8,5118.86,Using C++ for_each,True
complex,100,6,2532.9,Sequential,True
complex,100,6,3809.03,Recursive C++ for_each,True
complex,100,6,818.17,Recursive async,True
complex,100,6,866.77,C++ any_of,True
complex,100,6,211.74,Using C++ for_each,True
complex,100,6,212.38,Using C++ async,True
complex,100,6,303.11,Synchronization with thread director,True
complex,100,6,212.8,Using C++ tasks,True
complex,100,19,298.37,Using C++ async,True
complex,100,19,46.93,Synchronization with thread director,True
complex,100,19,299.14,Using C++ for_each,True
complex,100,19,6681.42,Recursive C++ for_each,True
complex,100,19,298.51,Using C++ tasks,True
complex,100,19,298.41,C++ any_of,True
complex,100,19,30154.0,Recursive async,True
complex,100,19,2022.7,Sequential,True
complex,100,40,37293.8,Recursive async,True
complex,100,40,23.25,Using C++ tasks,True
complex,100,40,250.47,Synchronization with thread director,True
complex,100,40,708.9,Sequential,True
complex,100,40,1655.54,Recursive C++ for_each,True
complex,100,40,23.0,Using C++ for_each,True
complex,100,40,22.95,C++ any_of,True
complex,100,40,23.14,Using C++ async,True
complex,100,4,57055.9,Synchronization with thread director,False
complex,100,4,19073.9,Recursive C++ for_each,False
complex,100,4,53706.7,Using C++ for_each,False
complex,100,4,346839.0,Sequential,False
complex,100,4,54001.4,Using C++ async,False
complex,100,4,54317.6,Using C++ tasks,False
complex,100,4,53733.0,C++ any_of,False
complex,100,4,46792.1,Recursive async,False
complex,100,33,977.99,Using C++ async,True
complex,100,33,32755.0,Recursive async,True
complex,100,33,157.89,Synchronization with thread director,True
complex,100,33,978.13,C++ any_of,True
complex,100,33,978.74,Using C++ for_each,True
complex,100,33,7546.5,Recursive C++ for_each,True
complex,100,33,1041.19,Using C++ tasks,True
complex,100,33,8815.31,Sequential,True
complex,100,21,2263.53,Recursive C++ for_each,True
complex,100,21,38291.4,Recursive async,True
complex,100,21,296.08,Synchronization with thread director,True
complex,100,21,39.69,Using C++ async,True
